id,source,target,weight
0,544,553,1
1,548,552,2
2,548,553,1
3,548,539,13
4,548,541,1
5,549,539,2
6,549,540,1
7,551,539,1
8,552,539,2
9,553,540,2
10,553,539,6
11,539,540,17
12,539,541,3
