id,label,node_type,zbetween_central,zdeg_central,zpagerank
0,"Monkhorst, Hendrik J.",Author,0.0,0.0025641025641,0.00157851390115
1,"Pack, James D.",Author,0.0,0.0025641025641,0.00157851390115
2,"Schlegel, David J.",Author,0.0,0.0025641025641,0.00130131432683
3,"Finkbeiner, Douglas P.",Author,0.0,0.0025641025641,0.00130131432683
4,"Davis, Marc",Author,0.0,0.0025641025641,0.00130131432683
5,"Perlmutter, S.",Author,0.0,0.0025641025641,0.00130131432683
6,"Aldering, G.",Author,0.0,0.0025641025641,0.00130131432683
7,"Goldhaber, G.",Author,0.0,0.0025641025641,0.00130131432683
8,"Knop, R. A.",Author,0.0,0.0025641025641,0.00130131432683
9,"Nugent, P.",Author,0.0,0.0025641025641,0.00130131432683
10,"Castro, P. G.",Author,0.0,0.0025641025641,0.00130131432683
11,"Deustua, S.",Author,0.0,0.0025641025641,0.00130131432683
12,"Fabbro, S.",Author,0.0,0.0025641025641,0.00130131432683
13,"Goobar, A.",Author,0.0,0.0025641025641,0.00130131432683
14,"Groom, D. E.",Author,0.0,0.0025641025641,0.00130131432683
15,"Hook, I. M.",Author,0.0,0.0025641025641,0.00130131432683
16,"Kim, A. G.",Author,0.0,0.0025641025641,0.00130131432683
17,"Kim, M. Y.",Author,0.0,0.0025641025641,0.00130131432683
18,"Lee, J. C.",Author,0.0,0.0025641025641,0.00130131432683
19,"Nunes, N. J.",Author,0.0,0.0025641025641,0.00130131432683
20,"Pain, R.",Author,0.0,0.0025641025641,0.00130131432683
21,"Pennypacker, C. R.",Author,0.0,0.0025641025641,0.00130131432683
22,"Quimby, R.",Author,0.0,0.0025641025641,0.00130131432683
23,"Lidman, C.",Author,0.0,0.0025641025641,0.00130131432683
24,"Ellis, R. S.",Author,0.0,0.0025641025641,0.00130131432683
25,"Irwin, M.",Author,0.0,0.0025641025641,0.00130131432683
26,"McMahon, R. G.",Author,0.0,0.0025641025641,0.00130131432683
27,"Ruiz-Lapuente, P.",Author,0.0,0.0025641025641,0.00130131432683
28,"Walton, N.",Author,0.0,0.0025641025641,0.00130131432683
29,"Schaefer, B.",Author,0.0,0.0025641025641,0.00130131432683
30,"Boyle, B. J.",Author,0.0,0.0025641025641,0.00130131432683
31,"Filippenko, A. V.",Author,0.0,0.0025641025641,0.00130131432683
32,"Matheson, T.",Author,0.0,0.0025641025641,0.00130131432683
33,"Fruchter, A. S.",Author,0.0,0.0025641025641,0.00130131432683
34,"Panagia, N.",Author,0.0,0.0025641025641,0.00130131432683
35,"Newberg, H. J. M.",Author,0.0,0.0025641025641,0.00130131432683
36,"Couch, W. J.",Author,0.0,0.0025641025641,0.00130131432683
37,"Project, The Supernova Cosmology",Author,0.0,0.0025641025641,0.00130131432683
38,"Riess, Adam G.",Author,0.00607971090354,0.00512820512821,0.00220305851788
39,"Filippenko, Alexei V.",Author,0.00607971090354,0.00512820512821,0.00220305851788
